text,terms
Can't wait wait for my next visit.,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'positive')]"
"I had my eyes on this place, promising myself I will one day 'give it a try.' ",[]
And I hate to say this but I doubt I'll ever go back. ,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'negative')]"
"The food is very average...the Thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.","[('food', '8', '4', 'FOOD#QUALITY', 'negative'), ('Thai fusion stuff', '48', '31', 'FOOD#QUALITY', 'negative'), ('NULL', '0', '0', 'FOOD#QUALITY', 'negative')]"
The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,"[('Grilled Chicken special with Edamame Puree', '88', '46', 'FOOD#QUALITY', 'positive')]"
I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).,"[('Edamame pureed', '30', '16', 'FOOD#QUALITY', 'positive'), ('Edamame pureed', '30', '16', 'FOOD#STYLE_OPTIONS', 'positive')]"
"Anyways, if you're in the neighborhood to eat good food, I wouldn't waste my time trying to find something, rather go across the street to Tamari.",[]
"The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.","[('place', '147', '142', 'AMBIENCE#GENERAL', 'negative'), ('decor', '9', '4', 'AMBIENCE#GENERAL', 'positive'), ('vent', '64', '60', 'AMBIENCE#GENERAL', 'negative')]"
We ate outside at Haru's Sake bar because Haru's restaurant next door was overflowing.,[]
What's the difference between the two?,[]
"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!","[('sake list', '15', '6', 'DRINKS#STYLE_OPTIONS', 'positive'), ('NULL', '0', '0', 'SERVICE#GENERAL', 'positive')]"
"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!","[('spicy tuna roll', '19', '4', 'FOOD#QUALITY', 'positive'), ('rock shrimp tempura', '66', '47', 'FOOD#QUALITY', 'positive')]"
We went around 9:30 on a Friday and it had died down a bit by then so the service was great!,"[('service', '81', '74', 'SERVICE#GENERAL', 'positive')]"
we love th pink pony.,"[('pink pony', '20', '11', 'RESTAURANT#GENERAL', 'positive')]"
THe perfect spot.,"[('spot', '16', '12', 'RESTAURANT#GENERAL', 'positive')]"
Food-awesome.,"[('Food', '4', '0', 'FOOD#QUALITY', 'positive')]"
Service- friendly and attentive.,"[('Service', '7', '0', 'SERVICE#GENERAL', 'positive')]"
Ambiance- relaxed and stylish.,"[('Ambiance', '8', '0', 'AMBIENCE#GENERAL', 'positive')]"
"Don't judge this place prima facie, you have to try it to believe it, a home away from home for the literate heart.","[('place', '22', '17', 'RESTAURANT#GENERAL', 'positive')]"
"i have eaten here a handful of times, for no reason besides sheer convenience.",[]
"(i hang out, and live, in the neighborhood..) ",[]
the food is decent.,"[('food', '8', '4', 'FOOD#QUALITY', 'neutral')]"
"however, it's the service that leaves a bad taste in my mouth.","[('service', '25', '18', 'SERVICE#GENERAL', 'negative')]"
"i happen to have a policy that goes along with a little bit of self-respect, which includes not letting a waiter intimidate me, i.e. make me feel bad asking for trivialities like water, or the check.","[('waiter', '112', '106', 'SERVICE#GENERAL', 'negative')]"
"i know, you were too busy showing off your vintage tee shirt and looking bored, but my agenda is i'm here to eat and enjoy the company of friends, seeking a pleasant experience.","[('NULL', '0', '0', 'SERVICE#GENERAL', 'negative')]"
"well, i didn't find it there, and trust, i have told everyone i can think of about my experience. ","[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'negative')]"
the last time i walked by it looked pretty empty. hmmm.,"[('NULL', '0', '0', 'RESTAURANT#MISCELLANEOUS', 'negative')]"
This place has got to be the best japanese restaurant in the new york area.,"[('place', '10', '5', 'RESTAURANT#GENERAL', 'positive')]"
I had a great experience.,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'positive')]"
Food is great.,"[('Food', '4', '0', 'FOOD#QUALITY', 'positive')]"
Service is top notch.,"[('Service', '7', '0', 'SERVICE#GENERAL', 'positive')]"
I have been going back again and again.,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'positive')]"
"I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.","[('sea urchin', '52', '42', 'FOOD#QUALITY', 'positive')]"
"It melted in my little mouth and the perfect consistency-not too fishy, creamy, and slightly buttery.","[('NULL', '0', '0', 'FOOD#QUALITY', 'positive')]"
The sushi seemed pretty fresh and was adequately proportioned.,"[('sushi', '9', '4', 'FOOD#QUALITY', 'positive'), ('sushi', '9', '4', 'FOOD#STYLE_OPTIONS', 'positive')]"
The rice to fish ration was also good--they didn't try to overpack the rice.,"[('rice to fish ration', '23', '4', 'FOOD#STYLE_OPTIONS', 'positive')]"
We took advanatage of the half price sushi deal on saturday so it was well worth it.,"[('half price sushi deal', '47', '26', 'FOOD#QUALITY', 'positive'), ('half price sushi deal', '47', '26', 'FOOD#PRICES', 'positive')]"
I went to this restaurant with a woman that I met recently.,[]
She lives nearby but had never gone to this establishment thinking that it might be too touristy.,[]
Surprisingly nothing could be further from the truth.,"[('NULL', '0', '0', 'RESTAURANT#MISCELLANEOUS', 'positive')]"
"In the evening, this place attracted a well dressed, with it, NY crowd.","[('crowd', '70', '65', 'RESTAURANT#MISCELLANEOUS', 'positive')]"
The food was well prepared and the service impecable.,"[('food', '8', '4', 'FOOD#QUALITY', 'positive'), ('service', '42', '35', 'SERVICE#GENERAL', 'positive')]"
I'm going back.,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'positive')]"
"Having hunted around for a quiet, romantic, yet not hideously expensive restaurant I stumbled across reviews for La Lanterna and gave it a shot.",[]
Quite simply it's like stepping out of Manhattan and into a haven of tranquility.,"[('NULL', '0', '0', 'AMBIENCE#GENERAL', 'positive')]"
"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",[]
The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,"[('Prix Fixe menu', '18', '4', 'FOOD#QUALITY', 'positive'), ('Prix Fixe menu', '18', '4', 'FOOD#STYLE_OPTIONS', 'positive'), ('Prix Fixe menu', '18', '4', 'FOOD#PRICES', 'positive')]"
I will be going back and heartily recommend it!,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'positive')]"
"I've had the lunch buffet at Chennai a couple of times, when I have been in the neighborhood.",[]
"It is terrific, as is the value.","[('NULL', '0', '0', 'FOOD#QUALITY', 'positive'), ('NULL', '0', '0', 'FOOD#PRICES', 'positive')]"
"$6 and there is much tasty food, all of it fresh and continually refilled.","[('food', '31', '27', 'FOOD#STYLE_OPTIONS', 'positive'), ('food', '31', '27', 'FOOD#QUALITY', 'positive'), ('food', '31', '27', 'FOOD#PRICES', 'positive')]"
"I am not a vegetarian but, almost all the dishes were great.","[('dishes', '48', '42', 'FOOD#QUALITY', 'positive')]"
"Frankly, when you compare what you can have here for lunch, versus McDs or so many other sandwich shops in the city, there is no comparison.",[]
Go hungry and enjoy.,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'positive')]"
"The food here is rather good, but only if you like to wait for it.","[('food', '8', '4', 'FOOD#QUALITY', 'positive'), ('NULL', '0', '0', 'SERVICE#GENERAL', 'negative')]"
"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.","[('somosas', '18', '11', 'FOOD#QUALITY', 'positive'), ('chai', '24', '20', 'FOOD#QUALITY', 'positive'), ('chole', '39', '34', 'FOOD#QUALITY', 'positive'), ('dhosas', '55', '49', 'FOOD#QUALITY', 'negative'), ('dhal', '64', '60', 'FOOD#QUALITY', 'negative')]"
"The service varys from day to day- sometimes they're very nice, and sometimes not.","[('service', '11', '4', 'SERVICE#GENERAL', 'negative')]"
"The kitchen however, is almost always slow.","[('kitchen', '11', '4', 'SERVICE#GENERAL', 'negative')]"
"Also, specify if you like your food spicy- its rather bland if you don't.","[('food', '35', '31', 'FOOD#QUALITY', 'negative')]"
"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.","[('ambience', '12', '4', 'AMBIENCE#GENERAL', 'positive'), ('NULL', '0', '0', 'RESTAURANT#MISCELLANEOUS', 'positive')]"
Just went here for my girlfriends 23rd bday.,[]
If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.,"[('view', '84', '80', 'LOCATION#GENERAL', 'positive')]"
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,"[('service', '25', '18', 'SERVICE#GENERAL', 'positive'), ('food', '40', '36', 'FOOD#QUALITY', 'positive'), ('food', '40', '36', 'FOOD#PRICES', 'positive')]"
The lava cake dessert was incredible and I recommend it.,"[('lava cake dessert', '21', '4', 'FOOD#QUALITY', 'positive')]"
"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.","[('Cosette', '26', '19', 'AMBIENCE#GENERAL', 'positive')]"
"This tiny restaurant is as cozy as it gets, with that certain Parisian flair.","[('restaurant', '20', '10', 'AMBIENCE#GENERAL', 'positive')]"
"The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.","[('food', '8', '4', 'FOOD#QUALITY', 'positive'), ('French Onion soup', '60', '43', 'FOOD#QUALITY', 'negative'), ('French Onion soup', '60', '43', 'FOOD#STYLE_OPTIONS', 'positive'), ('desserts', '112', '104', 'FOOD#QUALITY', 'negative')]"
"However, go for the ambience, and consider the food just a companion for a trip across the world!","[('ambience', '28', '20', 'AMBIENCE#GENERAL', 'positive'), ('food', '51', '47', 'FOOD#QUALITY', 'neutral')]"
"I have never eaten in the restaurant, however, upon reading the reviews I got take out last week.",[]
IT WAS HORRIBLE.,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'negative')]"
The pizza was delivered cold and the cheese wasn't even fully melted!,"[('pizza', '9', '4', 'FOOD#QUALITY', 'negative'), ('cheese', '43', '37', 'FOOD#QUALITY', 'negative')]"
It looked like shredded cheese partly done - still in strips.,"[('NULL', '0', '0', 'FOOD#STYLE_OPTIONS', 'negative')]"
I have eaten at many pizza places around NYC and this is hands down the worst.,[]
This has got to be one of the most overrated restaurants in Brooklyn.,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'negative')]"
The pizza is overpriced and soggy.,"[('pizza', '9', '4', 'FOOD#QUALITY', 'negative'), ('pizza', '9', '4', 'FOOD#PRICES', 'negative')]"
"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.","[('ingredients', '31', '20', 'FOOD#QUALITY', 'positive'), ('pizza', '85', '80', 'FOOD#QUALITY', 'negative'), ('crust', '127', '122', 'FOOD#QUALITY', 'negative')]"
"A big disappointment, all around.","[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'negative')]"
I think I've had some the best meals of my life at minnow.,"[('meals', '36', '31', 'FOOD#QUALITY', 'positive')]"
"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.","[('seafood', '11', '4', 'FOOD#QUALITY', 'positive'), ('wine list', '48', '39', 'DRINKS#STYLE_OPTIONS', 'positive'), ('menu', '76', '72', 'FOOD#STYLE_OPTIONS', 'positive')]"
The combination of super-fresh ingredients in the dishes are unusual but really delicious.,"[('ingredients', '42', '31', 'FOOD#QUALITY', 'positive')]"
Worth the trip from Manhattan.,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'positive')]"
Was there Friday night.,[]
Best Pastrami I ever had and great portion without being ridiculous.,"[('Pastrami', '13', '5', 'FOOD#QUALITY', 'positive'), ('portion', '42', '35', 'FOOD#STYLE_OPTIONS', 'positive')]"
And I've been to many NYC delis.,[]
My wife had the fried shrimp which are huge and loved it.,"[('fried shrimp', '28', '16', 'FOOD#STYLE_OPTIONS', 'positive'), ('fried shrimp', '28', '16', 'FOOD#QUALITY', 'positive')]"
Price no more than a Jersey deli but way better.,[]
"As a Japanese native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this place.","[('place', '110', '105', 'RESTAURANT#GENERAL', 'positive')]"
This place is the most Japanese it can ever get.,"[('place', '10', '5', 'RESTAURANT#MISCELLANEOUS', 'positive')]"
"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.","[('signs', '9', '4', 'RESTAURANT#MISCELLANEOUS', 'positive'), ('specials menus', '29', '15', 'FOOD#STYLE_OPTIONS', 'positive'), ('food', '35', '31', 'FOOD#QUALITY', 'positive'), ('waitstaff', '63', '54', 'SERVICE#GENERAL', 'positive')]"
This place is worth an one-hour drive.,"[('place', '10', '5', 'RESTAURANT#GENERAL', 'positive')]"
"I am so coming back here again, as much as I can.","[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'positive')]"
"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.","[('Leon', '4', '0', 'RESTAURANT#GENERAL', 'positive'), ('Leon', '4', '0', 'AMBIENCE#GENERAL', 'positive'), ('specials', '103', '95', 'FOOD#QUALITY', 'positive'), ('atmosphere', '133', '123', 'AMBIENCE#GENERAL', 'positive'), ('French bistro fare', '88', '70', 'FOOD#QUALITY', 'positive')]"
"My wife and I always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.","[('staff', '94', '89', 'SERVICE#GENERAL', 'positive')]"
Sit outside in the warm weather; inside for cozy winter.,[]
Decent wine at reasonable prices.,"[('wine', '11', '7', 'DRINKS#QUALITY', 'neutral'), ('wine', '11', '7', 'DRINKS#PRICES', 'positive')]"
Have been dozens of times and never failed to enjoy the experience.,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'positive')]"
"Our teenage kids love it, too.","[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'positive')]"
"Everytime I decide to try another place on the UES, I get angry that I didn't just go to Zucchero Pomodori.","[('Zucchero Pomodori', '106', '89', 'RESTAURANT#GENERAL', 'positive')]"
This is by far my favorite place in the neighborhood.,"[('place', '32', '27', 'RESTAURANT#GENERAL', 'positive')]"
"The service is excellent, the decor is great, and the food is delicious and comes in large portions.","[('service', '11', '4', 'SERVICE#GENERAL', 'positive'), ('decor', '35', '30', 'AMBIENCE#GENERAL', 'positive'), ('food', '58', '54', 'FOOD#QUALITY', 'positive'), ('portions', '99', '91', 'FOOD#STYLE_OPTIONS', 'positive')]"
"You'll pay at least double at any other Italian restaurant in the city, and most still don't compare.",[]
I'm partial to the Gnocchi.,"[('Gnocchi', '26', '19', 'RESTAURANT#GENERAL', 'positive')]"
This place is incredibly tiny.,"[('place', '10', '5', 'RESTAURANT#MISCELLANEOUS', 'negative')]"
They refuse to seat parties of 3 or more on weekends.,"[('NULL', '0', '0', 'SERVICE#GENERAL', 'negative')]"
The hostess is rude to the point of being offensive.,"[('hostess', '11', '4', 'SERVICE#GENERAL', 'negative')]"
The food was bland oily.,"[('food', '8', '4', 'FOOD#QUALITY', 'negative')]"
I just don't understand all the hype...,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'negative')]"
We went to Ino for Valentines.,[]
"We have been to this place many times, and always have great food, wine, and service.","[('food', '65', '61', 'FOOD#QUALITY', 'positive'), ('wine', '71', '67', 'DRINKS#QUALITY', 'positive'), ('service', '84', '77', 'SERVICE#GENERAL', 'positive')]"
"We were worried we would have trouble getting in, but somehow managed to have a short wait.","[('wait', '90', '86', 'SERVICE#GENERAL', 'positive')]"
As always we had a great glass of wine while we waited.,"[('glass of wine', '38', '25', 'DRINKS#QUALITY', 'positive')]"
"When we sat, we got great and fast service.","[('service', '42', '35', 'SERVICE#GENERAL', 'positive')]"
The people that work there are always so friendly you forget you are in New York sometimes.,"[('people', '10', '4', 'SERVICE#GENERAL', 'positive')]"
Make sure you try this place as often as you can.,"[('place', '28', '23', 'RESTAURANT#GENERAL', 'positive')]"
This is a fun restaurant to go to.,"[('restaurant', '24', '14', 'RESTAURANT#GENERAL', 'positive')]"
The pizza is yummy and I like the atmoshpere.,"[('pizza', '9', '4', 'FOOD#QUALITY', 'positive'), ('atmoshpere', '44', '34', 'AMBIENCE#GENERAL', 'positive')]"
But the pizza is way to expensive.,"[('pizza', '13', '8', 'FOOD#PRICES', 'negative')]"
"A large is $20, and toppings are about $3 each.","[('NULL', '0', '0', 'FOOD#PRICES', 'negative'), ('toppings', '28', '20', 'FOOD#PRICES', 'negative')]"
I went there for lunch and it was not as good as I expected from the reviews I read.,"[('lunch', '22', '17', 'FOOD#QUALITY', 'negative')]"
Sauce was watery and the food didn't have much flavor.,"[('Sauce', '5', '0', 'FOOD#QUALITY', 'negative'), ('food', '29', '25', 'FOOD#QUALITY', 'negative')]"
"If you like the food and the value you get from some of Chinatown restaurants, this is not the place for you.",[]
I don't think I would go again.,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'negative')]"
This place is great.,"[('place', '10', '5', 'RESTAURANT#GENERAL', 'positive')]"
I had a huge group for my birthday and we were well taken care of.,"[('NULL', '0', '0', 'SERVICE#GENERAL', 'positive')]"
The waitress was very patient with us and the food is phenomenal!,"[('waitress', '12', '4', 'SERVICE#GENERAL', 'positive'), ('food', '50', '46', 'FOOD#QUALITY', 'positive')]"
"Service was prompt, friendly and great.","[('Service', '7', '0', 'SERVICE#GENERAL', 'positive')]"
Slightly on the pricey side but worth it!,"[('NULL', '0', '0', 'RESTAURANT#PRICES', 'negative'), ('NULL', '0', '0', 'RESTAURANT#GENERAL', 'positive')]"
Great pizza and fantastic service.,"[('pizza', '11', '6', 'FOOD#QUALITY', 'positive'), ('service', '33', '26', 'SERVICE#GENERAL', 'positive')]"
"There was a small wait, but shorter than I expected.","[('wait', '22', '18', 'SERVICE#GENERAL', 'positive')]"
Located at the end of a magnificent block.,"[('block', '41', '36', 'LOCATION#GENERAL', 'positive')]"
Very cozy and warm inside.....,"[('NULL', '0', '0', 'AMBIENCE#GENERAL', 'positive')]"
I will be back!,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'positive')]"
This is the best sushi in new york city - hands down.,"[('sushi', '22', '17', 'FOOD#QUALITY', 'positive')]"
The place is small and cramped but the food is fantastic.,"[('place', '9', '4', 'AMBIENCE#GENERAL', 'negative'), ('food', '43', '39', 'FOOD#QUALITY', 'positive')]"
Get the tuna of gari.,"[('tuna of gari', '20', '8', 'FOOD#QUALITY', 'positive')]"
The one on the east side is much better than the one on the west side.,[]
"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .","[('sushi', '80', '75', 'FOOD#QUALITY', 'positive'), ('thai food', '112', '103', 'FOOD#QUALITY', 'positive'), ('Planet Thailand', '15', '0', 'RESTAURANT#GENERAL', 'positive')]"
"With the great variety on the menu , I eat here often and never get bored .","[('menu', '34', '30', 'FOOD#STYLE_OPTIONS', 'positive')]"
"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .","[('atmosphere', '14', '4', 'AMBIENCE#GENERAL', 'neutral'), ('NULL', '0', '0', 'RESTAURANT#PRICES', 'positive')]"
It's all about the food !!,"[('food', '23', '19', 'FOOD#QUALITY', 'positive')]"
I went there with my friend last saturday.,[]
first it took us a long time to find the place.,"[('place', '46', '41', 'RESTAURANT#MISCELLANEOUS', 'negative')]"
"we were tired and cold when we got to the restaurant, then we sat down to begin ordering appetizers.",[]
"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.","[('menu', '30', '26', 'FOOD#STYLE_OPTIONS', 'negative')]"
then we ordered a dinosaur rolls and white tuna sashimi.,[]
"those rolls were big, but not good and sashimi wasn't fresh.","[('rolls', '11', '6', 'FOOD#STYLE_OPTIONS', 'neutral'), ('rolls', '11', '6', 'FOOD#QUALITY', 'negative'), ('sashimi', '46', '39', 'FOOD#QUALITY', 'negative')]"
"they were dry and disgusting, i didn't even finish my first piece.","[('NULL', '0', '0', 'FOOD#QUALITY', 'negative')]"
Hurley's is like Cheers where everyone knows your name and they are ACTUALLY glad you came.,"[('NULL', '0', '0', 'SERVICE#GENERAL', 'positive')]"
"Try the crunchy tuna, it is to die for.","[('crunchy tuna', '20', '8', 'FOOD#QUALITY', 'positive')]"
"Try everything for that matter, it is all good.","[('NULL', '0', '0', 'FOOD#QUALITY', 'positive')]"
I have been going there since it opened and I can't get enough.,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'positive')]"
First went here to enjoy their garden terrace.,"[('garden terrace', '45', '31', 'AMBIENCE#GENERAL', 'positive')]"
"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.","[('food', '8', '4', 'FOOD#QUALITY', 'positive'), ('service', '37', '30', 'SERVICE#GENERAL', 'positive')]"
"The Steak Tartare is a great bet, they fix it for you at the table.","[('Steak Tartare', '17', '4', 'FOOD#STYLE_OPTIONS', 'positive')]"
"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.","[('open kitchen', '83', '71', 'AMBIENCE#GENERAL', 'positive'), ('restaurant', '44', '34', 'AMBIENCE#GENERAL', 'negative')]"
"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.","[('wine selection', '20', '6', 'DRINKS#STYLE_OPTIONS', 'positive'), ('Gigondas', '30', '22', 'DRINKS#QUALITY', 'positive'), ('house champagne', '74', '59', 'DRINKS#PRICES', 'positive')]"
"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.","[('NULL', '0', '0', 'AMBIENCE#GENERAL', 'neutral'), ('vibe', '48', '44', 'AMBIENCE#GENERAL', 'positive'), ('French food', '87', '76', 'FOOD#QUALITY', 'positive')]"
"Have recommended the place to friends, always gets good response.","[('place', '26', '21', 'RESTAURANT#MISCELLANEOUS', 'positive')]"
"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!","[('crust', '82', '77', 'FOOD#QUALITY', 'positive'), ('pizza', '22', '17', 'FOOD#QUALITY', 'positive')]"
Veal Parmigana - Better than Patsy's!,[]
Much more reasonably priced too!,[]
I take all my NYC guests to VT's.,"[(""VT's"", '32', '28', 'RESTAURANT#MISCELLANEOUS', 'positive')]"
"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!","[('neighborhood', '86', '74', 'LOCATION#GENERAL', 'positive'), ('food', '105', '101', 'FOOD#QUALITY', 'positive')]"
I've been there three times and have always had wonderful experiences.,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'positive')]"
I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,"[('setting', '82', '75', 'AMBIENCE#GENERAL', 'positive'), ('service', '99', '92', 'SERVICE#GENERAL', 'positive'), ('NULL', '0', '0', 'RESTAURANT#MISCELLANEOUS', 'positive')]"
I'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much... and we're repeat customers.,"[('Mizu', '138', '134', 'RESTAURANT#GENERAL', 'positive')]"
Even after they overcharged me the last time I was there.,"[('NULL', '0', '0', 'SERVICE#GENERAL', 'negative')]"
Make sure you have the Spicy Scallop roll.. .,"[('Spicy Scallop roll', '41', '23', 'FOOD#QUALITY', 'positive')]"
it's delicious!,"[('NULL', '0', '0', 'FOOD#QUALITY', 'positive')]"
"Moules were excellent, lobster ravioli was VERY salty!","[('Moules', '6', '0', 'FOOD#QUALITY', 'positive'), ('lobster ravioli', '38', '23', 'FOOD#QUALITY', 'negative')]"
"Took my mom for Mother's Day, and the maitre d' was pretty rude.","[(""maitre d'"", '47', '38', 'SERVICE#GENERAL', 'negative')]"
"Told us to sit anywhere, and when we sat he said the table was reserved.","[('NULL', '0', '0', 'SERVICE#GENERAL', 'negative')]"
Stepped on my foot on the SECOND time he reached over me to adjust lighting.,"[('NULL', '0', '0', 'SERVICE#GENERAL', 'negative')]"
Tiny dessert was $8.00...just plain overpriced for what it is.,"[('dessert', '12', '5', 'FOOD#STYLE_OPTIONS', 'negative'), ('dessert', '12', '5', 'FOOD#PRICES', 'negative')]"
The drinks are always welll made and wine selection is fairly priced.,"[('drinks', '10', '4', 'DRINKS#QUALITY', 'positive'), ('wine selection', '51', '37', 'DRINKS#PRICES', 'positive')]"
Try their chef's specials-- they are to die for.,"[(""chef's specials"", '25', '10', 'FOOD#QUALITY', 'positive')]"
"Service is not exactly five star, but thats not really a big deal.","[('Service', '7', '0', 'SERVICE#GENERAL', 'neutral')]"
Downstairs lounge is always a good attraction,"[('Downstairs lounge', '17', '0', 'AMBIENCE#GENERAL', 'positive')]"
"Raga's is a romantic, cozy restaurant.","[(""Raga's"", '6', '0', 'AMBIENCE#GENERAL', 'positive')]"
